,ref_time,call_start_time,call_end_time,start_time,end_time,low_freq,high_freq,event,class,class_prob,det_prob,individual,input_file,Recover Folder,SD Card,Site name
1941,2022-08-27 07:50:38.466500000,2022-08-27 07:50:38.466500000,2022-08-27 07:50:38.473400000,1238.4665,1238.4734,39218.0,45567.0,Echolocation,Pipistrellus nathusii,0.476,0.507,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_073000.WAV,recover-20220828,UBNA_007,Telephone Field
2212,2022-08-27 07:51:22.508499999,2022-08-27 07:51:22.508499999,2022-08-27 07:51:22.515700000,1282.5085,1282.5157,38359.0,45210.0,Echolocation,Pipistrellus nathusii,0.344,0.515,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_073000.WAV,recover-20220828,UBNA_007,Telephone Field
2952,2022-08-27 07:53:12.881500000,2022-08-27 07:53:12.881500000,2022-08-27 07:53:12.889800000,1392.8815,1392.8898,38359.0,44311.0,Echolocation,Pipistrellus nathusii,0.436,0.564,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_073000.WAV,recover-20220828,UBNA_007,Telephone Field
737,2022-08-27 08:02:50.532500000,2022-08-27 08:02:50.532500000,2022-08-27 08:02:50.540500000,170.5325,170.5405,40078,45951,Echolocation,Pipistrellus nathusii,0.472,0.527,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_080000.WAV,recover-20220828,UBNA_007,Telephone Field
4876,2022-08-27 08:16:41.076500000,2022-08-27 08:16:41.076500000,2022-08-27 08:16:41.085100000,1001.0765,1001.0851,40078,45958,Echolocation,Pipistrellus nathusii,0.513,0.58,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_080000.WAV,recover-20220828,UBNA_007,Telephone Field
5176,2022-08-27 08:17:28.847500000,2022-08-27 08:17:28.847500000,2022-08-27 08:17:28.854600000,1048.8475,1048.8546,39218,44629,Echolocation,Pipistrellus nathusii,0.488,0.515,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_080000.WAV,recover-20220828,UBNA_007,Telephone Field
7391,2022-08-27 08:24:41.136500000,2022-08-27 08:24:41.136500000,2022-08-27 08:24:41.144200000,1481.1365,1481.1442,39218,45568,Echolocation,Pipistrellus nathusii,0.504,0.543,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_080000.WAV,recover-20220828,UBNA_007,Telephone Field
7430,2022-08-27 08:24:46.286500000,2022-08-27 08:24:46.286500000,2022-08-27 08:24:46.295200000,1486.2865,1486.2952,39218,45528,Echolocation,Pipistrellus nathusii,0.47,0.518,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_080000.WAV,recover-20220828,UBNA_007,Telephone Field
5366,2022-08-27 08:57:57.265500000,2022-08-27 08:57:57.265500000,2022-08-27 08:57:57.274300000,1677.2655,1677.2743,39218.0,45473.0,Echolocation,Pipistrellus nathusii,0.467,0.563,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_083000.WAV,recover-20220828,UBNA_007,Telephone Field
164,2022-08-27 09:00:29.978500000,2022-08-27 09:00:29.978500000,2022-08-27 09:00:29.984800000,29.9785,29.9848,38359,45724,Echolocation,Pipistrellus nathusii,0.427,0.509,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_090000.WAV,recover-20220828,UBNA_007,Telephone Field
536,2022-08-27 09:02:02.942500000,2022-08-27 09:02:02.942500000,2022-08-27 09:02:02.950700000,122.9425,122.9507,38359,45921,Echolocation,Pipistrellus nathusii,0.38,0.548,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_090000.WAV,recover-20220828,UBNA_007,Telephone Field
2769,2022-08-27 09:52:50.948500000,2022-08-27 09:52:50.948500000,2022-08-27 09:52:50.958100000,1370.9485,1370.9581,38359,45957,Echolocation,Pipistrellus nathusii,0.381,0.503,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_093000.WAV,recover-20220828,UBNA_007,Telephone Field
2780,2022-08-27 09:52:54.687500000,2022-08-27 09:52:54.687500000,2022-08-27 09:52:54.694800000,1374.6875,1374.6948,38359,45958,Echolocation,Pipistrellus nathusii,0.342,0.509,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_093000.WAV,recover-20220828,UBNA_007,Telephone Field
1961,2022-08-27 10:07:09.905500000,2022-08-27 10:07:09.905500000,2022-08-27 10:07:09.913800000,429.9055,429.9138,22890,31438,Echolocation,Nyctalus noctula,0.185,0.541,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_100000.WAV,recover-20220828,UBNA_007,Telephone Field
1963,2022-08-27 10:07:10.025500000,2022-08-27 10:07:10.025500000,2022-08-27 10:07:10.033000000,430.0255,430.033,23750,34185,Echolocation,Eptesicus serotinus,0.319,0.513,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_100000.WAV,recover-20220828,UBNA_007,Telephone Field
1967,2022-08-27 10:07:10.535500000,2022-08-27 10:07:10.535500000,2022-08-27 10:07:10.542000000,430.5355,430.542,23750,36388,Echolocation,Eptesicus serotinus,0.231,0.514,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_100000.WAV,recover-20220828,UBNA_007,Telephone Field
3859,2022-08-27 10:15:33.525499999,2022-08-27 10:15:33.525499999,2022-08-27 10:15:33.528900000,933.5255,933.5289,26328,44132,Echolocation,Plecotus auritus,0.492,0.593,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_100000.WAV,recover-20220828,UBNA_007,Telephone Field
3967,2022-08-27 10:16:00.908500000,2022-08-27 10:16:00.908500000,2022-08-27 10:16:00.915800000,960.9085,960.9158,40078,45991,Echolocation,Pipistrellus nathusii,0.532,0.56,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_100000.WAV,recover-20220828,UBNA_007,Telephone Field
7217,2022-08-27 10:27:36.148500000,2022-08-27 10:27:36.148500000,2022-08-27 10:27:36.157400000,1656.1485,1656.1574,39218,45903,Echolocation,Pipistrellus nathusii,0.514,0.607,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_100000.WAV,recover-20220828,UBNA_007,Telephone Field
7220,2022-08-27 10:27:36.615500000,2022-08-27 10:27:36.615500000,2022-08-27 10:27:36.625700000,1656.6155,1656.6257,39218,45650,Echolocation,Pipistrellus nathusii,0.511,0.537,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_100000.WAV,recover-20220828,UBNA_007,Telephone Field
3560,2022-08-27 10:48:29.453500000,2022-08-27 10:48:29.453500000,2022-08-27 10:48:29.463000000,1109.4535,1109.463,40078.0,45738.0,Echolocation,Pipistrellus nathusii,0.532,0.556,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_103000.WAV,recover-20220828,UBNA_007,Telephone Field
3622,2022-08-27 10:48:39.460500000,2022-08-27 10:48:39.460500000,2022-08-27 10:48:39.468900000,1119.4605,1119.4689,38359.0,45486.0,Echolocation,Pipistrellus nathusii,0.452,0.587,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_103000.WAV,recover-20220828,UBNA_007,Telephone Field
3885,2022-08-27 10:49:49.927500000,2022-08-27 10:49:49.927500000,2022-08-27 10:49:49.936400000,1189.9275,1189.9364,38359.0,45689.0,Echolocation,Pipistrellus nathusii,0.405,0.531,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_103000.WAV,recover-20220828,UBNA_007,Telephone Field
5028,2022-08-27 10:53:59.512499999,2022-08-27 10:53:59.512499999,2022-08-27 10:53:59.521100000,1439.5125,1439.5211,37500.0,44453.0,Echolocation,Pipistrellus nathusii,0.353,0.535,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_103000.WAV,recover-20220828,UBNA_007,Telephone Field
1680,2022-08-27 11:09:42.064500000,2022-08-27 11:09:42.064500000,2022-08-27 11:09:42.072700000,582.0645,582.0727,37500.0,43649.0,Echolocation,Pipistrellus nathusii,0.374,0.549,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_110000.WAV,recover-20220828,UBNA_007,Telephone Field
2966,2022-08-27 11:16:14.228500000,2022-08-27 11:16:14.228500000,2022-08-27 11:16:14.236000000,974.2285,974.236,38359.0,45382.0,Echolocation,Pipistrellus nathusii,0.344,0.522,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_110000.WAV,recover-20220828,UBNA_007,Telephone Field
1339,2022-08-27 11:52:44.525499999,2022-08-27 11:52:44.525499999,2022-08-27 11:52:44.532200000,1364.5255,1364.5322,28046.0,40848.0,Echolocation,Eptesicus serotinus,0.532,0.619,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_113000.WAV,recover-20220828,UBNA_007,Telephone Field
1340,2022-08-27 11:52:44.667500000,2022-08-27 11:52:44.667500000,2022-08-27 11:52:44.677700000,1364.6675,1364.6777,28046.0,41484.0,Echolocation,Eptesicus serotinus,0.494,0.605,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_113000.WAV,recover-20220828,UBNA_007,Telephone Field
1342,2022-08-27 11:52:45.059500000,2022-08-27 11:52:45.059500000,2022-08-27 11:52:45.068300000,1365.0595,1365.0683,28906.0,42696.0,Echolocation,Eptesicus serotinus,0.534,0.622,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_113000.WAV,recover-20220828,UBNA_007,Telephone Field
1343,2022-08-27 11:52:45.173500000,2022-08-27 11:52:45.173500000,2022-08-27 11:52:45.182000000,1365.1735,1365.182,28906.0,38686.0,Echolocation,Eptesicus serotinus,0.436,0.58,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_113000.WAV,recover-20220828,UBNA_007,Telephone Field
1344,2022-08-27 11:52:45.258500000,2022-08-27 11:52:45.258500000,2022-08-27 11:52:45.265200000,1365.2585,1365.2652,29765.0,41221.0,Echolocation,Eptesicus serotinus,0.427,0.579,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_113000.WAV,recover-20220828,UBNA_007,Telephone Field
1346,2022-08-27 11:52:45.918500000,2022-08-27 11:52:45.918500000,2022-08-27 11:52:45.928900000,1365.9185,1365.9289,30625.0,37338.0,Echolocation,Eptesicus serotinus,0.25,0.532,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_113000.WAV,recover-20220828,UBNA_007,Telephone Field
1347,2022-08-27 11:52:46.117500000,2022-08-27 11:52:46.117500000,2022-08-27 11:52:46.125000000,1366.1175,1366.125,28046.0,37648.0,Echolocation,Eptesicus serotinus,0.378,0.514,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_113000.WAV,recover-20220828,UBNA_007,Telephone Field
1348,2022-08-27 11:52:46.208500000,2022-08-27 11:52:46.208500000,2022-08-27 11:52:46.215800000,1366.2085,1366.2158,28906.0,40219.0,Echolocation,Eptesicus serotinus,0.408,0.591,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_113000.WAV,recover-20220828,UBNA_007,Telephone Field
1353,2022-08-27 11:52:47.059500000,2022-08-27 11:52:47.059500000,2022-08-27 11:52:47.067500000,1367.0595,1367.0675,28046.0,35983.0,Echolocation,Eptesicus serotinus,0.219,0.501,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_113000.WAV,recover-20220828,UBNA_007,Telephone Field
1436,2022-08-27 11:53:27.322500000,2022-08-27 11:53:27.322500000,2022-08-27 11:53:27.331800000,1407.3225,1407.3318,26328.0,40888.0,Echolocation,Eptesicus serotinus,0.521,0.591,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_113000.WAV,recover-20220828,UBNA_007,Telephone Field
1437,2022-08-27 11:53:27.383500000,2022-08-27 11:53:27.383500000,2022-08-27 11:53:27.396400000,1407.3835,1407.3964,26328.0,40197.0,Echolocation,Eptesicus serotinus,0.582,0.655,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220827_113000.WAV,recover-20220828,UBNA_007,Telephone Field
106,2022-08-28 03:26:01.296500000,2022-08-28 03:26:01.296500000,2022-08-28 03:26:01.305100000,1561.2965,1561.3051,38359.0,45839.0,Echolocation,Pipistrellus nathusii,0.425,0.513,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220828_030000.WAV,recover-20220828,UBNA_007,Telephone Field
140,2022-08-28 03:27:50.110500000,2022-08-28 03:27:50.110500000,2022-08-28 03:27:50.120900000,1670.1105,1670.1209,26328.0,36151.0,Echolocation,Eptesicus serotinus,0.365,0.639,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220828_030000.WAV,recover-20220828,UBNA_007,Telephone Field
141,2022-08-28 03:27:50.370500000,2022-08-28 03:27:50.370500000,2022-08-28 03:27:50.382000000,1670.3705,1670.382,25468.0,35523.0,Echolocation,Eptesicus serotinus,0.39,0.645,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220828_030000.WAV,recover-20220828,UBNA_007,Telephone Field
142,2022-08-28 03:27:50.501499999,2022-08-28 03:27:50.501499999,2022-08-28 03:27:50.512399999,1670.5015,1670.5124,25468.0,34382.0,Echolocation,Eptesicus serotinus,0.342,0.547,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220828_030000.WAV,recover-20220828,UBNA_007,Telephone Field
143,2022-08-28 03:27:50.637500000,2022-08-28 03:27:50.637500000,2022-08-28 03:27:50.646600000,1670.6375,1670.6466,26328.0,35730.0,Echolocation,Eptesicus serotinus,0.36,0.599,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220828_030000.WAV,recover-20220828,UBNA_007,Telephone Field
144,2022-08-28 03:27:50.775500000,2022-08-28 03:27:50.775500000,2022-08-28 03:27:50.784000000,1670.7755,1670.784,26328.0,34324.0,Echolocation,Nyctalus leisleri,0.329,0.638,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220828_030000.WAV,recover-20220828,UBNA_007,Telephone Field
145,2022-08-28 03:27:50.907500000,2022-08-28 03:27:50.907500000,2022-08-28 03:27:50.919200000,1670.9075,1670.9192,26328.0,35310.0,Echolocation,Eptesicus serotinus,0.317,0.575,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220828_030000.WAV,recover-20220828,UBNA_007,Telephone Field
146,2022-08-28 03:27:51.051500000,2022-08-28 03:27:51.051500000,2022-08-28 03:27:51.061400000,1671.0515,1671.0614,26328.0,35832.0,Echolocation,Eptesicus serotinus,0.324,0.684,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220828_030000.WAV,recover-20220828,UBNA_007,Telephone Field
147,2022-08-28 03:27:51.189500000,2022-08-28 03:27:51.189500000,2022-08-28 03:27:51.199900000,1671.1895,1671.1999,25468.0,33543.0,Echolocation,Eptesicus serotinus,0.302,0.632,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220828_030000.WAV,recover-20220828,UBNA_007,Telephone Field
148,2022-08-28 03:27:51.322500000,2022-08-28 03:27:51.322500000,2022-08-28 03:27:51.333000000,1671.3225,1671.333,25468.0,34810.0,Echolocation,Eptesicus serotinus,0.326,0.636,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220828_030000.WAV,recover-20220828,UBNA_007,Telephone Field
149,2022-08-28 03:27:51.459500000,2022-08-28 03:27:51.459500000,2022-08-28 03:27:51.473000000,1671.4595,1671.473,25468.0,33155.0,Echolocation,Nyctalus leisleri,0.26,0.568,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220828_030000.WAV,recover-20220828,UBNA_007,Telephone Field
251,2022-08-28 03:30:56.630500000,2022-08-28 03:30:56.630500000,2022-08-28 03:30:56.638000000,56.6305,56.638000000000005,28906.0,39039.0,Echolocation,Eptesicus serotinus,0.46,0.606,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220828_033000.WAV,recover-20220828,UBNA_007,Telephone Field
253,2022-08-28 03:30:56.763500000,2022-08-28 03:30:56.763500000,2022-08-28 03:30:56.771300000,56.7635,56.7713,27187.0,44901.0,Echolocation,Eptesicus serotinus,0.6,0.702,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220828_033000.WAV,recover-20220828,UBNA_007,Telephone Field
255,2022-08-28 03:30:56.891500000,2022-08-28 03:30:56.891500000,2022-08-28 03:30:56.898100000,56.8915,56.8981,28046.0,38865.0,Echolocation,Eptesicus serotinus,0.492,0.63,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220828_033000.WAV,recover-20220828,UBNA_007,Telephone Field
260,2022-08-28 03:30:57.132500000,2022-08-28 03:30:57.132500000,2022-08-28 03:30:57.138600000,57.1325,57.1386,28906.0,39327.0,Echolocation,Eptesicus serotinus,0.457,0.596,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220828_033000.WAV,recover-20220828,UBNA_007,Telephone Field
287,2022-08-28 03:31:03.858500000,2022-08-28 03:31:03.858500000,2022-08-28 03:31:03.867100000,63.8585,63.8671,38359.0,44418.0,Echolocation,Pipistrellus nathusii,0.468,0.533,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220828_033000.WAV,recover-20220828,UBNA_007,Telephone Field
392,2022-08-28 03:35:59.752500000,2022-08-28 03:35:59.752500000,2022-08-28 03:35:59.761900000,359.7525,359.7619,25468.0,33611.0,Echolocation,Eptesicus serotinus,0.364,0.57,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220828_033000.WAV,recover-20220828,UBNA_007,Telephone Field
413,2022-08-28 03:36:16.867500000,2022-08-28 03:36:16.867500000,2022-08-28 03:36:16.879500000,376.8675,376.8795,24609.0,29411.0,Echolocation,Nyctalus leisleri,0.357,0.544,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220828_033000.WAV,recover-20220828,UBNA_007,Telephone Field
414,2022-08-28 03:36:20.342500000,2022-08-28 03:36:20.342500000,2022-08-28 03:36:20.353700000,380.3425,380.3537,26328.0,32824.0,Echolocation,Nyctalus leisleri,0.308,0.554,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220828_033000.WAV,recover-20220828,UBNA_007,Telephone Field
607,2022-08-28 03:37:51.090500000,2022-08-28 03:37:51.090500000,2022-08-28 03:37:51.097200000,471.0905,471.0972,37500.0,45408.0,Echolocation,Pipistrellus nathusii,0.291,0.51,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220828_033000.WAV,recover-20220828,UBNA_007,Telephone Field
610,2022-08-28 03:38:02.427500000,2022-08-28 03:38:02.427500000,2022-08-28 03:38:02.435900000,482.4275,482.4359,38359.0,45015.0,Echolocation,Pipistrellus nathusii,0.354,0.506,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220828_033000.WAV,recover-20220828,UBNA_007,Telephone Field
613,2022-08-28 03:38:02.837500000,2022-08-28 03:38:02.837500000,2022-08-28 03:38:02.846000000,482.8375,482.846,37500.0,45019.0,Echolocation,Pipistrellus nathusii,0.378,0.531,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220828_033000.WAV,recover-20220828,UBNA_007,Telephone Field
716,2022-08-28 03:38:29.253500000,2022-08-28 03:38:29.253500000,2022-08-28 03:38:29.260900000,509.2535,509.2609,38359.0,45999.0,Echolocation,Pipistrellus nathusii,0.472,0.547,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220828_033000.WAV,recover-20220828,UBNA_007,Telephone Field
725,2022-08-28 03:38:41.905500000,2022-08-28 03:38:41.905500000,2022-08-28 03:38:41.913200000,521.9055,521.9132,37500.0,45135.0,Echolocation,Pipistrellus nathusii,0.401,0.518,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220828_033000.WAV,recover-20220828,UBNA_007,Telephone Field
809,2022-08-28 03:39:01.277500000,2022-08-28 03:39:01.277500000,2022-08-28 03:39:01.283800000,541.2775,541.2838,28906.0,39725.0,Echolocation,Eptesicus serotinus,0.438,0.597,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220828_033000.WAV,recover-20220828,UBNA_007,Telephone Field
810,2022-08-28 03:39:01.378500000,2022-08-28 03:39:01.378500000,2022-08-28 03:39:01.384900000,541.3785,541.3849,28906.0,41053.0,Echolocation,Eptesicus serotinus,0.471,0.618,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220828_033000.WAV,recover-20220828,UBNA_007,Telephone Field
816,2022-08-28 03:39:31.021500000,2022-08-28 03:39:31.021500000,2022-08-28 03:39:31.036800000,571.0215,571.0368,22890.0,27225.0,Echolocation,Nyctalus leisleri,0.522,0.616,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220828_033000.WAV,recover-20220828,UBNA_007,Telephone Field
817,2022-08-28 03:39:31.343500000,2022-08-28 03:39:31.343500000,2022-08-28 03:39:31.359400000,571.3435,571.3594,22890.0,33712.0,Echolocation,Eptesicus serotinus,0.438,0.626,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220828_033000.WAV,recover-20220828,UBNA_007,Telephone Field
818,2022-08-28 03:39:31.655500000,2022-08-28 03:39:31.655500000,2022-08-28 03:39:31.668100000,571.6555,571.6681,23750.0,34209.0,Echolocation,Eptesicus serotinus,0.419,0.646,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220828_033000.WAV,recover-20220828,UBNA_007,Telephone Field
820,2022-08-28 03:39:31.873500000,2022-08-28 03:39:31.873500000,2022-08-28 03:39:31.887500000,571.8735,571.8875,23750.0,38971.0,Echolocation,Eptesicus serotinus,0.56,0.74,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220828_033000.WAV,recover-20220828,UBNA_007,Telephone Field
822,2022-08-28 03:39:32.096500000,2022-08-28 03:39:32.096500000,2022-08-28 03:39:32.107900000,572.0965,572.1079,24609.0,33783.0,Echolocation,Eptesicus serotinus,0.327,0.557,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220828_033000.WAV,recover-20220828,UBNA_007,Telephone Field
855,2022-08-28 03:39:45.326500000,2022-08-28 03:39:45.326500000,2022-08-28 03:39:45.333700000,585.3265,585.3337,35781.0,44265.0,Echolocation,Pipistrellus nathusii,0.51,0.542,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220828_033000.WAV,recover-20220828,UBNA_007,Telephone Field
859,2022-08-28 03:39:45.973500000,2022-08-28 03:39:45.973500000,2022-08-28 03:39:45.985000000,585.9735,585.985,27187.0,35155.0,Echolocation,Eptesicus serotinus,0.316,0.543,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220828_033000.WAV,recover-20220828,UBNA_007,Telephone Field
862,2022-08-28 03:39:46.311500000,2022-08-28 03:39:46.311500000,2022-08-28 03:39:46.323800000,586.3115,586.3238,25468.0,33365.0,Echolocation,Eptesicus serotinus,0.28,0.582,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220828_033000.WAV,recover-20220828,UBNA_007,Telephone Field
866,2022-08-28 03:39:46.792500000,2022-08-28 03:39:46.792500000,2022-08-28 03:39:46.803400000,586.7925,586.8034,25468.0,33403.0,Echolocation,Eptesicus serotinus,0.335,0.556,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220828_033000.WAV,recover-20220828,UBNA_007,Telephone Field
867,2022-08-28 03:39:47.016500000,2022-08-28 03:39:47.016500000,2022-08-28 03:39:47.029500000,587.0165,587.0295,25468.0,37544.0,Echolocation,Eptesicus serotinus,0.442,0.638,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220828_033000.WAV,recover-20220828,UBNA_007,Telephone Field
868,2022-08-28 03:39:47.260500000,2022-08-28 03:39:47.260500000,2022-08-28 03:39:47.269800000,587.2605,587.2698,25468.0,34220.0,Echolocation,Eptesicus serotinus,0.392,0.657,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220828_033000.WAV,recover-20220828,UBNA_007,Telephone Field
879,2022-08-28 03:40:01.988500000,2022-08-28 03:40:01.988500000,2022-08-28 03:40:01.996200000,601.9885,601.9962,38359.0,45375.0,Echolocation,Pipistrellus nathusii,0.435,0.506,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220828_033000.WAV,recover-20220828,UBNA_007,Telephone Field
881,2022-08-28 03:40:02.521499999,2022-08-28 03:40:02.521499999,2022-08-28 03:40:02.536900000,602.5215,602.5369,22890.0,29809.0,Echolocation,Eptesicus serotinus,0.243,0.54,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220828_033000.WAV,recover-20220828,UBNA_007,Telephone Field
883,2022-08-28 03:40:02.791500000,2022-08-28 03:40:02.791500000,2022-08-28 03:40:02.803100000,602.7915,602.8031,22890.0,30387.0,Echolocation,Eptesicus serotinus,0.264,0.533,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220828_033000.WAV,recover-20220828,UBNA_007,Telephone Field
939,2022-08-28 03:40:13.889500000,2022-08-28 03:40:13.889500000,2022-08-28 03:40:13.896500000,613.8895,613.8965,38359.0,45578.0,Echolocation,Pipistrellus nathusii,0.551,0.626,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220828_033000.WAV,recover-20220828,UBNA_007,Telephone Field
1168,2022-08-28 03:44:19.466500000,2022-08-28 03:44:19.466500000,2022-08-28 03:44:19.481400000,859.4665,859.4814,23750.0,30337.0,Echolocation,Nyctalus leisleri,0.288,0.566,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220828_033000.WAV,recover-20220828,UBNA_007,Telephone Field
1169,2022-08-28 03:44:22.158500000,2022-08-28 03:44:22.158500000,2022-08-28 03:44:22.173000000,862.1585,862.173,23750.0,29527.0,Echolocation,Nyctalus leisleri,0.27,0.507,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220828_033000.WAV,recover-20220828,UBNA_007,Telephone Field
1187,2022-08-28 03:52:13.238500000,2022-08-28 03:52:13.238500000,2022-08-28 03:52:13.251600000,1333.2385,1333.2516,24609.0,32828.0,Echolocation,Eptesicus serotinus,0.324,0.539,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220828_033000.WAV,recover-20220828,UBNA_007,Telephone Field
0,2022-08-28 10:05:16.289500000,2022-08-28 10:05:16.289500000,2022-08-28 10:05:16.311100000,316.2895,316.3111,18593.0,20966.0,Echolocation,Nyctalus noctula,0.327,0.517,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220828_100000.WAV,recover-20220828,UBNA_007,Telephone Field
31,2022-08-28 11:55:18.767500000,2022-08-28 11:55:18.767500000,2022-08-28 11:55:18.785900000,1518.7675,1518.7859,22890.0,26209.0,Echolocation,Nyctalus leisleri,0.574,0.603,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220828_113000.WAV,recover-20220828,UBNA_007,Telephone Field
0,2022-08-29 03:25:46.503499999,2022-08-29 03:25:46.503499999,2022-08-29 03:25:46.513100000,1546.5035,1546.5131,27187.0,35537.0,Echolocation,Eptesicus serotinus,0.344,0.538,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_030000.WAV,recover-20220828,UBNA_007,Telephone Field
1,2022-08-29 03:25:46.753500000,2022-08-29 03:25:46.753500000,2022-08-29 03:25:46.765200000,1546.7535,1546.7652,25468.0,34358.0,Echolocation,Eptesicus serotinus,0.346,0.618,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_030000.WAV,recover-20220828,UBNA_007,Telephone Field
2,2022-08-29 03:25:47.576500000,2022-08-29 03:25:47.576500000,2022-08-29 03:25:47.587800000,1547.5765,1547.5878,24609.0,35809.0,Echolocation,Eptesicus serotinus,0.413,0.701,-1,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220829_030000.WAV,recover-20220828,UBNA_007,Telephone Field
